CIPCode2010,CIPTitle2010,Action,Text change,CIPCode2020,CIPTitle2020,,,CIPCode2010,CIPCode2020
19.0202,Family and Consumer Sciences/Human Sciences Communication.,No substantive changes,no,19.0202,Family and Consumer Sciences/Human Sciences Communication.,,,19.0202,19.0202
19.0203,Consumer Merchandising/Retailing Management.,No substantive changes,no,19.0203,Consumer Merchandising/Retailing Management.,,,19.0203,19.0203
19.0299,"Family and Consumer Sciences/Human Sciences Business Services, Other.",No substantive changes,no,19.0299,"Family and Consumer Sciences/Human Sciences Business Services, Other.",,,19.0299,19.0299
19.04,Family and Consumer Economics and Related Studies.,No substantive changes,no,19.04,Family and Consumer Economics and Related Studies.,,,19.04,19.04
19.0401,"Family Resource Management Studies, General.",No substantive changes,no,19.0401,"Family Resource Management Studies, General.",,,19.0401,19.0401
19.0402,Consumer Economics.,No substantive changes,no,19.0402,Consumer Economics.,,,19.0402,19.0402
19.0403,Consumer Services and Advocacy.,No substantive changes,no,19.0403,Consumer Services and Advocacy.,,,19.0403,19.0403
19.0499,"Family and Consumer Economics and Related Services, Other.",No substantive changes,no,19.0499,"Family and Consumer Economics and Related Services, Other.",,,19.0499,19.0499
19.05,"Foods, Nutrition, and Related Services.",No substantive changes,no,19.05,"Foods, Nutrition, and Related Services.",,,19.05,19.05
19.0501,"Foods, Nutrition, and Wellness Studies, General.",No substantive changes,no,19.0501,"Foods, Nutrition, and Wellness Studies, General.",,,19.0501,19.0501
19.0504,Human Nutrition.,No substantive changes,no,19.0504,Human Nutrition.,,,19.0504,19.0504
19.0505,Foodservice Systems Administration/Management.,No substantive changes,no,19.0505,Foodservice Systems Administration/Management.,,,19.0505,19.0505
19.0599,"Foods, Nutrition, and Related Services, Other.",No substantive changes,no,19.0599,"Foods, Nutrition, and Related Services, Other.",,,19.0599,19.0599
19.06,Housing and Human Environments.,No substantive changes,no,19.06,Housing and Human Environments.,,,19.06,19.06
19.0601,"Housing and Human Environments, General.",No substantive changes,no,19.0601,"Housing and Human Environments, General.",,,19.0601,19.0601
19.0604,Facilities Planning and Management.,No substantive changes,no,19.0604,Facilities Planning and Management.,,,19.0604,19.0604
19.0605,Home Furnishings and Equipment Installers.,No substantive changes,no,19.0605,Home Furnishings and Equipment Installers.,,,19.0605,19.0605
19.0699,"Housing and Human Environments, Other.",No substantive changes,no,19.0699,"Housing and Human Environments, Other.",,,19.0699,19.0699
19.07,"Human Development, Family Studies, and Related Services.",No substantive changes,no,19.07,"Human Development, Family Studies, and Related Services.",,,19.07,19.07
19.0701,"Human Development and Family Studies, General.",No substantive changes,no,19.0701,"Human Development and Family Studies, General.",,,19.0701,19.0701
19.0702,Adult Development and Aging.,No substantive changes,no,19.0702,Adult Development and Aging.,,,19.0702,19.0702
19.0704,Family Systems.,No substantive changes,no,19.0704,Family Systems.,,,19.0704,19.0704
19.0706,Child Development.,No substantive changes,no,19.0706,Child Development.,,,19.0706,19.0706
19.0707,Family and Community Services.,No substantive changes,no,19.0707,Family and Community Services.,,,19.0707,19.0707
19.0708,Child Care and Support Services Management.,No substantive changes,no,19.0708,Child Care and Support Services Management.,,,19.0708,19.0708
19.0709,Child Care Provider/Assistant.,No substantive changes,no,19.0709,Child Care Provider/Assistant.,,,19.0709,19.0709
19.0710,Developmental Services Worker.,No substantive changes,no,19.0710,Developmental Services Worker.,,,19.071,19.071
,,New,no,19.0711,Early Childhood and Family Studies.,,,,19.0711
,,New,no,19.0712,Parent Education Services.,,,,19.0712
19.0799,"Human Development, Family Studies, and Related Services, Other.",No substantive changes,no,19.0799,"Human Development, Family Studies, and Related Services, Other.",,,19.0799,19.0799
19.09,Apparel and Textiles.,No substantive changes,no,19.09,Apparel and Textiles.,,,19.09,19.09
19.0901,"Apparel and Textiles, General.",No substantive changes,no,19.0901,"Apparel and Textiles, General.",,,19.0901,19.0901
19.0902,Apparel and Textile Manufacture.,No substantive changes,no,19.0902,Apparel and Textile Manufacture.,,,19.0902,19.0902
19.0904,Textile Science.,No substantive changes,no,19.0904,Textile Science.,,,19.0904,19.0904
19.0905,Apparel and Textile Marketing Management.,No substantive changes,no,19.0905,Apparel and Textile Marketing Management.,,,19.0905,19.0905
19.0906,Fashion and Fabric Consultant.,No substantive changes,no,19.0906,Fashion and Fabric Consultant.,,,19.0906,19.0906
19.0999,"Apparel and Textiles, Other.",No substantive changes,no,19.0999,"Apparel and Textiles, Other.",,,19.0999,19.0999
19.99,"Family and Consumer Sciences/Human Sciences, Other.",No substantive changes,no,19.99,"Family and Consumer Sciences/Human Sciences, Other.",,,19.99,19.99
19.9999,"Family and Consumer Sciences/Human Sciences, Other.",No substantive changes,no,19.9999,"Family and Consumer Sciences/Human Sciences, Other.",,,19.9999,19.9999
,,New,no,21,RESERVED.,,,,21
,,New,no,21.01,Reserved.,,,,21.01
,,New,no,21.0101,Reserved.,,,,21.0101
22,LEGAL PROFESSIONS AND STUDIES.,No substantive changes,no,22,LEGAL PROFESSIONS AND STUDIES.,,,22,22
22.00,Non-Professional General Legal Studies (Undergraduate).,No substantive changes,yes,22.00,Non-Professional Legal Studies.,,,22,22
22.0000,"Legal Studies, General.",No substantive changes,yes,22.0000,Legal Studies.,,,22,22
22.0001,Pre-Law Studies.,No substantive changes,no,22.0001,Pre-Law Studies.,,,22.0001,22.0001
,,New,no,22.0099,"Non-Professional Legal Studies, Other.",,,,22.0099
22.01,Law.,No substantive changes,no,22.01,Law.,,,22.01,22.01
22.0101,Law.,No substantive changes,no,22.0101,Law.,,,22.0101,22.0101
22.02,Legal Research and Advanced Professional Studies.,No substantive changes,no,22.02,Legal Research and Advanced Professional Studies.,,,22.02,22.02
22.0201,"Advanced Legal Research/Studies, General.",No substantive changes,no,22.0201,"Advanced Legal Research/Studies, General.",,,22.0201,22.0201
22.0202,Programs for Foreign Lawyers.,No substantive changes,no,22.0202,Programs for Foreign Lawyers.,,,22.0202,22.0202
22.0203,American/U.S. Law/Legal Studies/Jurisprudence.,No substantive changes,no,22.0203,American/U.S. Law/Legal Studies/Jurisprudence.,,,22.0203,22.0203
22.0204,Canadian Law/Legal Studies/Jurisprudence.,No substantive changes,no,22.0204,Canadian Law/Legal Studies/Jurisprudence.,,,22.0204,22.0204
22.0205,"Banking, Corporate, Finance, and Securities Law.",No substantive changes,no,22.0205,"Banking, Corporate, Finance, and Securities Law.",,,22.0205,22.0205
22.0206,Comparative Law.,No substantive changes,no,22.0206,Comparative Law.,,,22.0206,22.0206
22.0207,"Energy, Environment, and Natural Resources Law.",No substantive changes,no,22.0207,"Energy, Environment, and Natural Resources Law.",,,22.0207,22.0207
22.0208,Health Law.,No substantive changes,no,22.0208,Health Law.,,,22.0208,22.0208
22.0209,International Law and Legal Studies.,No substantive changes,no,22.0209,International Law and Legal Studies.,,,22.0209,22.0209
22.0210,"International Business, Trade, and Tax Law.",No substantive changes,no,22.0210,"International Business, Trade, and Tax Law.",,,22.021,22.021
22.0211,Tax Law/Taxation.,No substantive changes,no,22.0211,Tax Law/Taxation.,,,22.0211,22.0211
22.0212,Intellectual Property Law.,No substantive changes,no,22.0212,Intellectual Property Law.,,,22.0212,22.0212
,,New,no,22.0213,Patent Law.,,,,22.0213
,,New,no,22.0214,Agriculture Law.,,,,22.0214
,,New,no,22.0215,Arts and Entertainment Law.,,,,22.0215
,,New,no,22.0216,Compliance Law.,,,,22.0216
,,New,no,22.0217,Criminal Law and Procedure.,,,,22.0217
,,New,no,22.0218,Entrepreneurship Law.,,,,22.0218
,,New,no,22.0219,Family/Child/Elder Law.,,,,22.0219
,,New,no,22.0220,Human Resources Law.,,,,22.022
,,New,no,22.0221,Insurance Law.,,,,22.0221
,,New,no,22.0222,Real Estate and Land Development Law.,,,,22.0222
,,New,no,22.0223,Transportation Law.,,,,22.0223
,,New,no,22.0224,Tribal/Indigenous Law.,,,,22.0224
22.0299,"Legal Research and Advanced Professional Studies, Other.",No substantive changes,no,22.0299,"Legal Research and Advanced Professional Studies, Other.",,,22.0299,22.0299
22.03,Legal Support Services.,No substantive changes,no,22.03,Legal Support Services.,,,22.03,22.03
22.0301,Legal Administrative Assistant/Secretary.,No substantive changes,no,22.0301,Legal Administrative Assistant/Secretary.,,,22.0301,22.0301
22.0302,Legal Assistant/Paralegal.,No substantive changes,no,22.0302,Legal Assistant/Paralegal.,,,22.0302,22.0302
22.0303,Court Reporting/Court Reporter.,No substantive changes,yes,22.0303,Court Reporting and Captioning/Court Reporter.,,,22.0303,22.0303
,,New,no,22.0304,Court Interpreter.,,,,22.0304
,,New,no,22.0305,Scopist.,,,,22.0305
22.0399,"Legal Support Services, Other.",No substantive changes,no,22.0399,"Legal Support Services, Other.",,,22.0399,22.0399
22.99,"Legal Professions and Studies, Other.",No substantive changes,no,22.99,"Legal Professions and Studies, Other.",,,22.99,22.99
22.9999,"Legal Professions and Studies, Other.",No substantive changes,no,22.9999,"Legal Professions and Studies, Other.",,,22.9999,22.9999
23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,No substantive changes,no,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,,,23,23
23.01,"English Language and Literature, General.",No substantive changes,no,23.01,"English Language and Literature, General.",,,23.01,23.01
23.0101,"English Language and Literature, General.",No substantive changes,no,23.0101,"English Language and Literature, General.",,,23.0101,23.0101
23.13,Rhetoric and Composition/Writing Studies.,No substantive changes,no,23.13,Rhetoric and Composition/Writing Studies.,,,23.13,23.13
23.1301,"Writing, General.",No substantive changes,no,23.1301,"Writing, General.",,,23.1301,23.1301
23.1302,Creative Writing.,No substantive changes,no,23.1302,Creative Writing.,,,23.1302,23.1302
23.1303,"Professional, Technical, Business, and Scientific Writing.",No substantive changes,no,23.1303,"Professional, Technical, Business, and Scientific Writing.",,,23.1303,23.1303
23.1304,Rhetoric and Composition.,No substantive changes,no,23.1304,Rhetoric and Composition.,,,23.1304,23.1304
23.1399,"Rhetoric and Composition/Writing Studies, Other.",No substantive changes,no,23.1399,"Rhetoric and Composition/Writing Studies, Other.",,,23.1399,23.1399
23.14,Literature.,No substantive changes,no,23.14,Literature.,,,23.14,23.14
23.1401,General Literature.,No substantive changes,no,23.1401,General Literature.,,,23.1401,23.1401
23.1402,American Literature (United States).,No substantive changes,no,23.1402,American Literature (United States).,,,23.1402,23.1402
23.1403,American Literature (Canadian).,No substantive changes,no,23.1403,American Literature (Canadian).,,,23.1403,23.1403
23.1404,English Literature (British and Commonwealth).,No substantive changes,no,23.1404,English Literature (British and Commonwealth).,,,23.1404,23.1404
23.1405,Children's and Adolescent Literature.,No substantive changes,no,23.1405,Children's and Adolescent Literature.,,,23.1405,23.1405
23.1499,"Literature, Other.",No substantive changes,no,23.1499,"Literature, Other.",,,23.1499,23.1499
23.99,"English Language and Literature/Letters, Other.",No substantive changes,no,23.99,"English Language and Literature/Letters, Other.",,,23.99,23.99
23.9999,"English Language and Literature/Letters, Other.",No substantive changes,no,23.9999,"English Language and Literature/Letters, Other.",,,23.9999,23.9999
24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",No substantive changes,no,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",,,24,24
24.01,"Liberal Arts and Sciences, General Studies and Humanities.",No substantive changes,no,24.01,"Liberal Arts and Sciences, General Studies and Humanities.",,,24.01,24.01
24.0101,Liberal Arts and Sciences/Liberal Studies.,No substantive changes,no,24.0101,Liberal Arts and Sciences/Liberal Studies.,,,24.0101,24.0101
24.0102,General Studies.,No substantive changes,no,24.0102,General Studies.,,,24.0102,24.0102
24.0103,Humanities/Humanistic Studies.,No substantive changes,no,24.0103,Humanities/Humanistic Studies.,,,24.0103,24.0103
24.0199,"Liberal Arts and Sciences, General Studies and Humanities, Other.",No substantive changes,no,24.0199,"Liberal Arts and Sciences, General Studies and Humanities, Other.",,,24.0199,24.0199
25,LIBRARY SCIENCE.,No substantive changes,no,25,LIBRARY SCIENCE.,,,25,25
25.01,Library Science and Administration.,No substantive changes,no,25.01,Library Science and Administration.,,,25.01,25.01
25.0101,Library and Information Science.,No substantive changes,no,25.0101,Library and Information Science.,,,25.0101,25.0101
25.0102,Children and Youth Library Services.,No substantive changes,no,25.0102,Children and Youth Library Services.,,,25.0102,25.0102
25.0103,Archives/Archival Administration.,No substantive changes,no,25.0103,Archives/Archival Administration.,,,25.0103,25.0103
25.0199,"Library Science and Administration, Other.",No substantive changes,no,25.0199,"Library Science and Administration, Other.",,,25.0199,25.0199
25.03,Library and Archives Assisting.,No substantive changes,no,25.03,Library and Archives Assisting.,,,25.03,25.03
25.0301,Library and Archives Assisting.,No substantive changes,no,25.0301,Library and Archives Assisting.,,,25.0301,25.0301
25.99,"Library Science, Other.",No substantive changes,no,25.99,"Library Science, Other.",,,25.99,25.99
